,content,domain
355,Bangladesh aims to achieve exports worth $5 billion from its ICT industry by 2025. The Daily Star's Tech section editor Shahriar Rahman speaks to former BASIS President Syed Almas Kabir on how it can be achieved in this episode of Star Connects.,tech_news
356,"The Daily Star editor of Toggle Shahriar Rahman discusses possible solutions to the complications in e-commerce behind stagnating deliveries with Saifur Rahman, Senior IT Specialist, Australian Public Service, in Star Connects.",tech_news
357,"Facebook owner Meta Platforms Inc's shares plunged more than 20 percent late on Wednesday after the social media company posted a weaker-than-expected forecast, blaming Apple's privacy changes and increased competition for users from rivals like TikTok.Facebook's global daily active users declined from the previous quarter for the first time, to 1.929 billion from 1.930 billion.Meta said it faced hits from Apple Inc's privacy changes to its operating system, which have made it harder for brands to target and measure their ads on Facebook and Instagram. It also cited macroeconomic issues like supply-chain disruptions.The 18-year-old tech giant, which also faces pressure from platforms like TikTok and Google's YouTube, said it expected slowing revenue growth in the coming quarter due to increased competition for users' time and a shift of engagement toward such features as its short video offering Reels, which generate less revenue.Facebook reported 2.91 billion monthly active users in the fourth quarter, showing no growth compared with the previous quarter.The after-hours slump in Meta shares vaporized $200 billion of its market value, while peers Twitter Inc, Snap Inc and Pinterest Inc lost another $15 billion in value.Shares of Alphabet Inc, which posted record quarterly sales that topped expectations on Tuesday, were down nearly 2 percent.Meta, owner of the second-largest digital ad platform in the world after Google, had previously warned its advertising business faced ""significant uncertainty"" in the fourth quarter.Meta's chief financial officer, Dave Wehner, told analysts on a conference call that the impact of Apple's privacy changes could be ""in the order of $10 billion"" for 2022.Apple's changes to its operating software give users the choice to prevent apps from tracking their online activity for ads, making it harder for advertisers that rely on data to develop new products and know their market.Meta forecast first-quarter revenue in the range of $27 billion to $29 billion. Analysts were expecting $30.15 billion, according to IBES data from Refinitiv.""It's clear that there are many big roadblocks ahead as Meta faces tough new competition for ad revenue such as TikTok, and as it contends with ongoing ad targeting and measurement challenges from Apple's iOS changes,"" said Insider Intelligence analyst Debra Aho Williamson.The company's total revenue, the bulk of which comes from ad sales, rose to $33.67 billion in the fourth quarter from $28.07 billion a year earlier, beating analysts' estimates of $33.40 billion, according to IBES data from Refinitiv.""I'm encouraged by the progress we made this past year in a number of important growth areas like Reels, commerce, and virtual reality, and we'll continue investing in these and other key priorities in 2022 as we work towards building the metaverse,"" CEO Mark Zuckerberg said in the earnings release.In Meta's earnings call, he said competition for users was one factor impacting the business, mentioning short video app TikTok by name and emphasizing Meta's commitment to providing services for young adults.Net loss from Meta's Reality Labs, the company's augmented and virtual reality business, was $10.2 billion for the full year 2021, compared with a $6.6 billion loss the previous year. It was the first time the company had broken out this segment in its results.Zuckerberg had previously warned that the company's investment in this area would reduce 2021 operating profit by $10 billion and would not be profitable ""any time in the near future.""Reality Labs posted revenue of about $2.3 billion in 2021. The company has not made public the sales numbers for its virtual reality Quest headsets.The company said on Wednesday it would this year change its stock ticker to ""META,"" the latest step in its rebrand to focus on the metaverse, a futuristic idea of virtual environments where users can work, socialize and play. Meta did not comment on the price of a deal with Roundhill Investments, which said in January it would stop using the symbol for its Roundhill Ball Metaverse ETF.The tech giant, which changed its name in October to reflect its metaverse aims, is betting the metaverse will be the successor to the mobile internet.""Investors looking at Meta are starting to realize that buying their stock is no longer mostly an investment into their ad platform,"" said Flynn Zaiger, CEO of social media agency Online Optimism. ""Investing in Meta now looks more like a commitment that you believe that the metaverse will replace much of the internet consumers' experience today.""Meta's rebrand comes at a time of increasing scrutiny from lawmakers and regulators over allegations of anticompetitive conduct and over the impacts of how it handles harmful or misleading content across its Facebook and Instagram platforms.",tech_news
358,"Information and Broadcasting Minister Hasan Mahmud today asked cable TV subscribers to install set-top boxes with TVs in Dhaka and Chattogram by March 31 and other cities of the country by May 30.""If TV subscribers want to watch satellite television in Dhaka and Chittagong, they will have to install the set-top boxes by March 31,"" the minister said this while talking to reporters at the Secretariat this afternoon.The decision came following a meeting of Association of Television Channel Owners (Atco) with the minister today.The information minister further said, ""A proposal came to formulate policy for cable operators. We also think that there is a need to formulate a policy. It will be done by the ministry. But, we need time to do that.""",tech_news
359,"To promote a safer internet environment for children, State Minister for Information and Communication Technology Zunaid Ahmed Palak has launched a new digital initiative.The 'Safe Internet and Early Childhood Development' initiative is the brainchild of Sesame Workshop Bangladesh, the producer of favourite children's programme Sisimpur.In 2021, around 30% of children faced different types of abuse on virtual platforms and 8% of them even encountered sexual harassment.Keeping this concerning data in mind, this initiative will work to ensure a safer internet by increasing access to and awareness of safe online web spaces, Sesame Workshop Bangladesh said.As part of the initiative, Sesame Workshop Bangladesh will develop guidelines for parents and caregivers to promote safe internet practices with their children.Besides, a new mobile game on Science, Technology, Engineering, and Mathematics (STEM)-related topics, as well as new story books and digital materials for schools across the country, will be designed.Under this programme, beloved Sisimpur friends like Tuktuki, Halum, Shiku, and Ikri will join in an awareness campaign to promote safe internet practices.Funded by the Internet Society Foundation (ISF), Sesame Workshop Bangladesh will also conduct research on children's safety in the virtual world and best practices for online education platforms.Among others, Guilherme Gonsales Rocca e Souza, grant specialist, ISF; Dr BM Mainul Hossain, associate professor, Information & Technology Institute, Dhaka University; Sabila Enun, director of DCASTALIA; and Mohammad Shah Alam, managing director of Sesame Workshop Bangladesh, attended the inauguration event yesterday (Monday).",tech_news
360,"The New York Times said on Monday that it has bought Wordle, the free online word game that has exploded in popularity and, for some, become a daily obsession.It listed the purchase price as being in the ""low-seven figures,"" but did not disclose specifics.The Times, which has popular word games like Spelling Bee and its crossword puzzle, said ""at the time it moves to The New York Times, Wordle will be free to play for new and existing players, and no changes will be made to its gameplay.""Wordle was created by Josh Wardle, a Brooklyn software engineer. He originally made it for his partner, but released it to the public in October. On Nov. 1, only 90 people had played it. Within two months, that number had grown to 300,000 after people began sharing their scores on social media.Now, the simple puzzle that lets players guess a five-letter word in six tries with no hints, has millions of daily players, The Times said. It's also become a viral online phenomenon, spurring copycats like ""Airportle,"" where you guess airport abbreviations, and ""Queertle,"" with words for the queer community.Read more: Wordle, the new word on the streetTo play Wordle now, you have to visit its website. Simply type in a five-letter word. If any letters turn green, you got the right letter in the right place. Yellow letters mean right letter wrong place and gray letters mean they are not in the word of the day.Wordle's appeal has been in part due to its simplicity, no bells and whistles or ads or asking for your email address to play — just a website with 30 blank squares and a keyboard. Some apps have tried to piggyback on its success, confusing people who downloaded — or even paid for — apps on their phone thinking it's the original Wordle.",tech_news
361,"Popular US podcaster Joe Rogan has apologized amid a backlash against Covid-19 misinformation in his programme, while his platform, Spotify Technology SA (SPOT.N), said it would add a ""content advisory"" to any episode with discussion of Covid.Rogan, a prominent vaccine skeptic, has stirred controversy with his views on the pandemic and on vaccines and government mandates to control the spread of the virus.Singer-songwriters Neil Young and Joni Mitchell announced last week that they were removing their music from Spotify in protest at coronavirus misinformation broadcast on the platform.Young objected to his music being played on the same platform as the top-rated podcast, ""The Joe Rogan Experience.""And 270 scientists and medical professionals wrote urging Spotify to prevent Rogan spreading falsehoods.In a 10-minute Instagram video post on Sunday evening, Rogan apologized to Spotify for the backlash but defended inviting contentious guests.""If I pissed you off, I'm sorry,"" Rogan said. ""I will do my best to try to balance out these more controversial viewpoints with other people's perspectives so we can maybe find a better point of view.""Separately, Spotify chief executive Daniel Ek posted a blog saying an advisory will direct listeners to a Covid-19 hub that contains information from medical and health experts, as well as links to authoritative sources.Britain's Prince Harry and his wife Meghan have also expressed their concern to Spotify about Covid-19 misinformation but will continue to work with the company, a spokesperson for their Archewell foundation said on Sunday. read moreOn Saturday, best-selling US professor and author Brené Brown - host of the Spotify-exclusive podcasts ""Unlocking Us"" and ""Dare to Lead"" - said she would not release any podcasts until further notice. She could not immediately be reached for comment.Spotify is also publishing platform rules for its creators.""It is important to me that we don't take on the position of being content censor while also making sure that there are rules in place and consequences for those who violate them,"" Ek wrote.
 ",tech_news
362,"US government scientists said on Wednesday they have taken an important step in the long trek toward making nuclear fusion - the very process that powers stars - a viable energy source for humankind.Using the world's largest laser, the researchers coaxed fusion fuel for the first time to heat itself beyond the heat they zapped into it, achieving a phenomenon called a burning plasma that marked a stride toward self-sustaining fusion energy.The energy produced was modest - about the equivalent of nine nine-volt batteries of the kind that power smoke detectors and other small devices. But the experiments at a Lawrence Livermore National Laboratory facility in California represented a milestone in the decades-long quest to harness fusion energy, even as the researchers cautioned that years of more work are needed.The experiments produced the self-heating of matter in a plasma state through nuclear fusion, which is the combining of atomic nuclei to release energy. Plasma is one of the various states of matter, alongside solid, liquid and gas.""If you want to make a camp fire, you want to get the fire to hot enough that the wood can keep itself burning,"" said Alex Zylstra, an experimental physicist at Lawrence Livermore National Laboratory - part of the US Energy Department - and lead author of the research published in the journal Nature.""This is a good analogy for a burning plasma, where the fusion is now starting to become self-sustaining,"" Zylstra said.The scientists directed 192 laser beams toward a small target containing a capsule less than a tenth of an inch (about 2 mm) in diameter filled with fusion fuel consisting of a plasma of deuterium and tritium - two isotopes, or forms, of hydrogen.At very high temperatures, the nucleus of the deuterium and the nucleus of the tritium fuse, a neutron and a positively charged particle called an ""alpha particle"" - consisting of two protons and two neutrons - emerge, and energy is released.""Fusion requires that we get the fuel incredibly hot in order for it to burn - like a regular fire, but for fusion we need about a hundred million degrees (Fahrenheit). For decades we've been able to cause fusion reactions to occur in experiments by putting a lot of heating into the fuel, but this isn't good enough to produce net energy from fusion,"" Zylstra said.""Now, for the first time, fusion reactions occurring in the fuel provided most of the heating - so fusion is starting to dominate over the heating we did. This is a new regime called a burning plasma,"" Zylstra said.Unlike burning fossil fuels or the fission process of existing nuclear power plants, fusion offers the prospect of abundant energy without pollution, radioactive waste or greenhouse gases. Nuclear fission energy comes from splitting atoms. Fusion energy comes from fusing atoms together, just like inside stars, including our sun.Private-sector ventures - dozens of companies and institutions- also are pursuing a fusion energy future, with some oil companies even investing.""Fusion energy is the holy grail of clean limitless energy,"" said Annie Kritcher of Lawrence Livermore National Laboratory, lead designer for the experiments conducted in 2020 and 2021 at the National Ignition Facility and first author of a companion paper published in the journal Nature Physics.In these experiments, fusion produced about 10 times as much energy as went into heating the fuel, but less than 10% of the total amount of laser energy because the process remains inefficient, Zylstra said. The laser was used for only about 10 billionths of a second in each experiment, with fusion production lasting 100 trillionths of a second, Kritcher added.Zylstra said he is encouraged by the progress.""Making fusion a reality is an enormously complex technological challenge, and it will require serious investment and innovation to make it practical and economical,"" Zylstra said. ""I view fusion as a decadal-scale challenge for it to be a viable source of energy.""",tech_news
363,"Bondstein Technologies Limited, an IoT company based in HiTech City Kaliakoir, Gazipur, Bangladesh, has secured an investment worth $1 million, led by Runner Trading Limited, a subsidiary of Runner Group. The newly acquired funds will be used to drive acquisitions, research and development of new IoT solutions, increased inventory and expansion of manufacturing facilities, as well as expansion into IoT Technology export, according to a company press release. ""Our plan is to be a regional IoT powerhouse in the next 10 years. Our investment in innovation will help us build new solutions and provide affordable IoT services in practical use cases,"" said Zafir Shafiee Chowdhury, Co-Founder of Bondstein, in the press release.   In a statement, Hafizur Rahman Khan, Chairman, Runner Group has said, ""Bondstein has a proven capability of innovation and solving real-life problems. We are certain that with our experience and network we can help the tech company to reach newer heights"".  ZA Capital was the financial advisor of the investment deal.
 ",tech_news
364,"Bangladesh Angels Network (BAN), an angel investment network in Bangladesh, has announced another seed investment round led by Estonian angel investors, in Reverse Resources (RR), a SaaS platform to map, match and trace waste from textile factories to recycling and help fashion brands achieve full circularity by 2030. In collaboration with market-leading brands and policy developers in the framework of Circular Fashion Partnership (led by Global Fashion Agenda), textile manufacturers are invited to the  RR platform to start segregating waste at source and trace waste to their recyclers. Their estimate is that Bangladesh could save 0.5 billion USD if 15% of the new cotton imports were replaced by recycling local cotton waste. However, the RR platform is already expanding outside Bangladesh, working currently in 4 different countries. Currently, the company is working with 43 factories, 8 textile-to-textile recyclers and has signed a contract with a major global fashion brand to onboard the first 100 of their factories, potentially leading to 1000+ by next year. Through Circular Fashion Partnership, another 20 large global brands are testing out the platform.",tech_news
365,"Bonton, a WiFi-sharing app, has been making strides in solving crucial pain points of the general internet users, especially for young individuals and businesses. Bonton works by providing a platform for the 'host' to share their home/business WiFi with the user. Anybody can become a host by simply downloading the Bonton App from the Google Playstore, finding the share option there, and selecting which WiFi they choose to share. There is a guide in the app to help new users. To protect privacy and ensure safety, the host's WiFi is protected with two security levels. The user, too, needs to download the app to use the Bonton services. They, too, shall find a step-by-step guide to view the routers available for sharing on the map. The user can find the available routers nearby wherever they are and even zoom in. They can connect with them even when they do not have an internet balance nor a mobile network. All they need is the point system in the app to connect to one of the routers. Bonton users can use the internet for as little as 5 takas per day. Bonton also has an emergency balance system through which they can access services without mobile data. 
  ",tech_news
366,"On the birth centenary of the Father of the Nation Bangabandhu Sheikh Mujibur Rahman, the iDEA project of the ICT Division is organising the Bangabandhu Innovation Grant (BIG) 2021, a reality show designed to discover and fund innovative startups through the participation of local and foreign contestants. Contestants from the national and international level will face renowned business icons who will select the winners for each episode. A total of 26 startups will be selected from 65 startups for the final rounds. Later, they will be joined by 10 globally selected startups and the top 10 portfolio startups of the iDEA project, bringing together a total of 46 national and international startups in the grand finale.More than 7,000 entrepreneurs, innovators and startups from 57 countries, including Bangladesh, participated in the initial stage of BIG 2021. The best 26 startups selected from this reality show will get a grant of BDT 10 lakh each and will also be nominated for the final round. In addition, the top 10 startups selected from the international stage of BIG 2021 will also be given a grant of a total of 1 crore BDT by the organising authority of BIG 2021.The 13-episode reality show is being aired every Friday and Saturday at 8 PM on DBC News and also on the official Facebook Page of idea and Bangabandhu Innovation Grant (BIG) 2021.",tech_news
367,"Chaldal, the largest online grocery store in Bangladesh, has recently raised $10 million in its Series C round. The investment was led by Taavet Hinrikus, Co-founder, Wise; Sten Tamkivi, Chief Product Officer, Topia; and Xploration Capital, with participation from Mir Group. Founded in 2013 by Waseem Alim, Tejas Viswanath, and Zia Ashraf, Chaldal initially operated by picking up orders from local retail stores and then delivering those to customers. Currently, Chaldal boasts 27 warehouses operating in the major cities of Dhaka, Chittagong, Narayanganj, and Jessore. It works directly with wholesalers and farmers, and big manufacturers like Unilever. An alum of the Y combinator and 500 Startups, Chaldal claims over the past one year, it has delivered over 2.5 million orders, earning $40 million in revenue, and grew by 120% year-over-year.",tech_news
368,"Bangladesh's first-ever cross-border e-commerce platform, Aadi, is celebrating the Bangladesh cricket team's T20 journey by offering free delivery of the cricket team's T20 official matchday jerseys and official caps worldwide, with the global delivery support of DHL express. Bangladeshi fans can avail of this offer from anywhere globally by purchasing two jerseys at a time. For local delivery, the delivery of jerseys is free. The practice kits of Test, ODI and T20 matches are also available on the website.
 ",tech_news
369,"Namira Huq Badhon, previously known for her incredible success as a dress and jewellery designer, talks about her aspirations of working with transgenders ever since she was a child herself.
""I would often see people making fun of transgenders and their overdone faces. I sensed their love for makeup and beauty and thought that this line of work may be good for them,"" said Namira Huq Badhon.She maintains that her actual profession still is designing, but that Namira delved into beauty for to give these unconventional and marginalised individuals a chance to look beautiful and earn a respectable livelihood through beauty. Namira Huq has meticulously trained herself in the art by taking a variety of beauty and makeup courses, her most recent one being with international makeup artist, Michelly Palma. She is now a certified international makeup artist herself.
""The ultimate goal is to set up a beauty salon which will be run by third gender individuals so that they can earn through it. My foray into the makeup world is only to help them,"" said Namira.While attractive, transgender facial structures are somewhat unconventional. The skin texture too, is somewhere between that of a male and a female. Namira understands the intricate nature of her work when it comes to practicing makeovers on their faces.
""The makeup world is yet to bring out any product specifically for this rare skin quality. An extra layer of a customised base mix is needed for them — I make it myself, using a few different products,"" Namira explained.  
Sometimes, the facial structure needs to be sculpted a little more to bring out the femininity as well. ""Some of these women have exceptional skin naturally, and most improve once they start using products that regulate hormones and reduce facial hair growth,"" added Namira.The makeup artist is in the beginning stages of her project with transgender women. She has invited members of the transgender community to speak at her events and is trying to train them the tricks of the makeup and grooming trade.
""It is a big undertaking and it will take some time to come to fruition. So far, they love how I make them look and how I train them to groom others,"" she said.The Honourable Prime Minister has done much for them and in the last five years, the third gender has gained importance and power in different sectors of this country.
""There is no end to success. One wants more of it each time. I've just chosen to share mine with my transgender friends,"" reflected Namira Huq Badhon.",life_living
370,"Entrepreneurial stories about women shining and making it big has become quite the norm these days. With Farnaz Alam, we have a comparable story of excellence where the creative makeup artist leaves a prominent mark in the much-coveted global beauty industry. Today, as DMD of Woman's World Ltd, CEO of WW Cosmetics, and founder of Kona by Farnaz Alam, she wears quite a few hats. Nevertheless, these responsibilities only encourage her to achieve more and gain myriad prestigious titles to her name.
""My beauty journey began with the L'Oreal Paris Brush Contest; later, I took part in the London Fashion Week as a certified MUA. These opportunities gave me enough encouragement to think big and achieve more,"" said the veteran makeup artist.
This is when Farnaz Alam ventured into developing her own makeup line, Kona by Farnaz Alam, after three long years of research and development. And Alam had to never look back on the progress.
""My mother, Kona Alam, had already created a platform for me in Bangladesh. It was my duty to take it a few steps further and that's why I am trying to etch my name in the international arena. As a newbie, who has started afresh in a brand-new platform, I consider myself extremely lucky because beauty giants of the industry have already noticed my efforts,"" revealed Alam.
Photographer: Jeremy Zaessinger
Concept: Tahmina Alam
Stylist: Celia-Shane Ukwena
Styling Assistant: Farah Abdin
Hair and Makeup: Ivana
Dress: Atelier Zuhra
Nails: Platinum Black
Accessories: Messika, Chopard, Charlotte Chesnais, Bvlgari
Permission for these photographs was granted to The Daily Star to reprint by Chalk Media.
 Styling Assistant: Farah Abdin
Hair and Makeup: Ivana
Dress: Atelier Zuhra
Nails: Platinum Black
Accessories: Messika, Chopard, Charlotte Chesnais, BvlgariPermission for these photographs was granted to The Daily Star to reprint by Chalk Media.",life_living
371,"Malaysia's coronavirus recovery council on Tuesday said it has recommended a full reopening of borders as early as March 1 without mandatory quarantine for travellers, as part of plans to accelerate economic recovery.The Southeast Asian nation has shut its borders since March 2020 and froze the entry of foreign workers to try to contain novel coronavirus outbreaks.The recommendation comes as neighbours waive quarantine requirements to attract vaccinated tourists, including Thailand, the Philippines and Singapore.Thailand on Monday said it was eyeing travel bubbles with Malaysia and China.Muhyiddin Yassin, a former premier and chairperson of the National Recovery Council (NRC), a government advisory body, said travellers would have to undergo COVID-19 screening before departure and on arrival.""This means tourists can visit, investors can enter... It means AirAsia can fly again, as an example,"" he told a news conference, referring to the Malaysia-based budget carrier.At present, Malaysia allows quarantine-free entry to people from Singapore as part of a bilateral arrangement.Daily coronavirus infections in Malaysia have surged in recent weeks to their highest in four months, driven by the Omicron variant.It reported 13,944 new infections on Tuesday, adding to more than 2.9 million cases recorded overall, with over 32,000 deaths, among the highest fatality and infection rates in Asia per capita.The majority of the cases were asymptomatic or mild due Malaysia's high vaccination rate, the health ministry said on Monday.About 98% of Malaysia's adult population has received two doses of the vaccine and more than half a booster shot. About 89% of 12-17 year olds have been vaccinated and inoculations for children age 5-11 started last week.",life_living
372,"In Bengal, there is a flower for every season. From serving as offerings at the altars of deities while the priest chants shlokas for pujas, to styling a beautiful bride on her wedding day, to simply using them to decorate households on opportune occasions — there is a flower befitting every occasion!There is nothing more mesmerising than the look of a Bengali bride with a rose bloom tucked on the sides of her bun, and milky white beli garlands hanging by. Nothing more auspicious than the sight of dainty maloti gracing the feet of various Hindu deities, nothing more delightful than the sight of rojonigandha, neatly arranged in a vase in a family living.Pijush Kanti Sarkar is an art teacher and designer by profession, and flower aficionado by passion. He says that growing flowers has everything to do with the right soil. The fertile grounds of Bengal suit certain flowers more than others, and thus, they are found in abundance in this region. Although now grown in other parts of the world as well, like in Thailand, Cambodia and Vietnam, most of these blooms can truly be attributed as 'Bengali.''Through our poetry, songs and art, to our cultural decoration and veneration, we own these flowers!"" exclaimed Sarkar. ""There are flowers that one can see the year round and then there are those that only visit us seasonally.""And he went on to explain, ""The beli and the jasmine are both flowers of spring. The dolonchapa and nayantara are mostly seen in monsoon. Marigolds, as we all know, bloom in winter. The nagalingam and the konokchapa, for instance, grow well in the dry soils of the mountainous regions like the Chittagong Hill Tracks, and then there are other flowers that grow well in moist soils found in the lowlands, like Barishal, for example,"" he explained passionately.Certain flowers have flourished in various regions of the country because of people's fondness for them. In Hindu majority areas, due to their preferences and veneration practices, some flowers are grown in the households.""One may see flowers like shondha maloti and aparajita around Hindu localities more than in other places. Durga or Lakshmi Puja will be deemed incomplete without the lotus. There will be no Kalipuja without the roktojoba (the blood red hibiscus). Some deities are fond of the shade blue, so aparajitas and other blue coloured flowers are used in certain Hindu religious ceremonies,"" he said.Even culturally, Pijush Kanti Sarkar mentions that it was once common practice to bring in fresh blooms of palash or shimul every Pahela Baishakh to symbolise freshness, peace, and prosperity for the coming year.""Although a lost practice now, it was a big part of the Baishakhi celebrations back in our time,"" he added.However, it is not only religion and culture that dictates flower cultivation in Bengal. There are other practical reasons for it too. ""Flowers such as nayantara have a range of health benefits. In fact, the nayantara has cancer fighting properties and has also been called a miracle in the prevention of childhood leukaemia. Similarly, the juice from marigold leaves is thought to stop severe haemorrhage from wounds, and aparajita petals are gaining popularity as a drink for boosting memory and relieving anxiety. Full of antioxidants and anti-inflammatory substances, aparajita also helps in keeping diabetes in check,"" added the enthusiast.Flowers have something in them for everyone. Some get drawn to their beauty and vivacity, some to their freshness and fragrance. Inside Bangladesh and in the wider Bengal, flowers hold symbolism and bring in health benefits for those who take the time to dig deep and learn more about these beautiful ornaments of nature.
Photo: Adnan Rahman
Model: Tania
Wardrobe: Renubala
Make-up: Sumon Rahat
Styling: Sonia Yeasmin Isha
Studio: Uturn Production
",life_living
373,"The cold wave that has swept in makes it hard to believe, but spring is almost here. And just as the trees begin to put on a show, the palash or the flame of the forest comes ablaze in vermilion, birds begin nesting on the green leaves, the eager bees and the cuckoos instigate an orchestral magnificence. Bards and poets from ages have responded to this very beautiful season quite imaginatively.And maybe that's why Tagore had tonnes of poems penned in admiration of the season—And with Phalgun's springtime's surge of desireClove vines would ring with their ankle bellsAs damsels unfurled their flowing tresses in the south wind!- Elem Notun Deshe, Rabindrantah Tagore
Photo: Sazzad Ibne Sayed
Model: Riba and Raj
Wardrobe: Qrius
Make-up: Sumon Rahat
Styling: Sonia Yeasmin Isha
Photo: Sazzad Ibne SayedModel: Riba and RajWardrobe: QriusMake-up: Sumon RahatStyling: Sonia Yeasmin Isha",life_living
374,"Mahia Ninan Poushee, a young, effervescent fashion designer of 26 talks about how she stumbled onto fashion and where she plans to take it next.For Poushee, fashion was a chance meeting. Her first love was photography. However, as she began making dresses for herself and modelling them on Facebook, she realised that people really liked what she was wearing and were willing to pay for it. With a paltry investment of Tk 10000, Poushee made a few dresses and put them up on her profile one night — happy if they sold, happy if they didn't. Little did she know that she would wake up and in 12 hours find everything sold clean. After that, she never looked back.""My father was furious!"" muses Poushee. ""He wanted me to join a particular school and follow a particular profession. And here I was, at 19, selling dresses and making money!""Between fits of laughter, Poushee reminisces how opposed her father was to her calling in the beginning and a few years later, how he became her pillar of support, pushing her to join fashion school and hone her skills.Poushee credits social media engagement for her successes.""Most of my work got recognised on Facebook. From getting my first paid order to finding partners for my first shop in Banani — Kayara — to being able to send off hundreds of pieces to Italy, every opportunity found me via Facebook.""I was a fledgling still. I had no idea how exports work, what quality checks were. I learned everything on the job.""Poushee is the billboard for her own work.""I'm most comfortable in pants and a t-shirt. But when I go out socially, I make sure I wear my own pieces and I dress so well that it compels people to buy the piece from me. Even when I am on a tour — what you see in pictures is all about my work. I know when I make the pieces that I should be able to sell them.""When Poushee realised that formal wear fashions from China were leading the market demand, she decided to cater to it.""I create the entire look, from the innerwear to the upper and bottom, and that's when the customers can visualise how they can wear my creations.""A strong believer of inclusivity, Poushee has recently started venturing into plus-sized fashion.""I want everyone to wear my creations — not just skinny people.""The young designer worked hard to get measurements correct for larger sizes.""I have it down to a T now. Just tell me what size you wear and I can nail down the perfect measurement. There are hardly instances where any tweaking is required anymore.""Poushee is all for quality as well.""I have been known to turn down hefty profits if I was unsure about the quality of the product I am delivering.""The young designer feels that fashion is a necessary part of life in any era.""Everywhere you go, people will notice you. Make sure they notice you for the right reason."" she quips. To this effect, she holds consultations with her clients about the right looks for them and provides them custom-made attire, blending their choices with her expertise.She plans to diversify into designing eastern dresses and other fashion genre come Eid, this year. To the fashion students, she has a few potent words of advice — ""Work on developing your taste. This industry has a lot to do with trends, the more knowledge you gain on recent and upcoming trends, the wider your imagination and taste develops. If you are going to take inspiration from a famous piece of work, try to surpass the original.""Some of her work featured here includes a dress with embellishments and creative sleeve work in ice blue, a jumpsuit in tan with a cross body bow, pantsuits with cropped and worked innerwear in bright hues like yellow and orange, a white two-piece number with an attached cape, a powerful pantsuit with a bunched and cropped inner and leg slits in a metallic shade of grey and finally, a creative patchwork jacket with puffed sleeves in ochre.Photo: Sazzad Ibne Sayed
Model: Surjo
Wardrobe: Poushee
Makeup: Masum
Styling: Sonia Yeasmin Isha
Location: Radisson Blu Dhaka Water Garden
Model: SurjoWardrobe: PousheeMakeup: MasumStyling: Sonia Yeasmin IshaLocation: Radisson Blu Dhaka Water Garden",life_living
375,"The epitome of humble beginnings, the jumpsuit was literally a one-piece worn by parachuters to jump from planes, earning it its name. Created in 1919 as a functional garment, it never really took off in the world of fashion until the 1960s when it appeared to have gone through quite the metamorphosis. It appeared in the Vogue, a statement black number designed by Yves Saint Laurent and from then on, there was no turning back for this one-piece wonder.The jumpsuit really had its moment in the sun in the late '60s and '70s, with athletes and dancers wearing the comfortable piece for work time and disco goers donning the unisex attire in the evening with equal zeal. The jumpsuit has been hanging around the fashion scene ever since and now it is considered to be that one golden piece from the seasons past that has held on fast. If anything, it has become even more trendy.Jumpsuits can be simple or embellished and there is a lot to play around with. The necklines for instance.Halter necks can make the simplest outfits stand out and collar embellishments can 'bling up' the plainest of the suits. Capes on the jumpsuits add more drama to the attire by giving it a business-like polish. And then there are the pants — slim fits versus wide palazzos can make all the difference between a formal and casual look.There is another specialty of the one-piece suit. It works on all body types. It gives glamour to long legs and length to short ones. It has a slimming effect on rounder figures and makes even the slightest frames look filled out and noticeable. It can add style and appeal to women who wish to turn heads without showing much skin.The jumpsuit is a versatile garment that one can wear to parties, family dinners, workplaces or to outdoor events like a friendly neighbourhood barbeque. In vogue literally everywhere and with styles that vary to suit every kind of event, the jumpsuit is adaptable and worth a buy or two. Some of the most common jumpsuit styles are blazer jumpsuits, boiler suits, cape jumpsuits, culotte jumpsuits, flared jumpsuits, sweatshirt and tank jumpsuits.Blazer jumpsuits are the ones that give you that extra professional oomph while at work. With a blazer neckline, and paired with light jewellery and heels, this outfit is one of the best official looks for those who have a pear-shaped body.Boiler suits, in direct contrast to the blazer, are sporty and maxed out on comfort. Made with plain nylon or denim material, with slight detailing on the waist, a clinched pant and deep pockets, this suit makes an uber cool style statement, especially when worn with sneakers.Cape jumpsuits recreate the blazer-over-shoulders look with an attached cape. The flirty look is great for office wear as well as evening cocktail attire. With boat or V-neck, this stylish number takes away attention from the top and arms and add the touch of glamour to the shoulders.Cullote jumpsuits usually sport rounder or higher necklines and higher hemlines. This cut-off hemline is what makes this style popular among the petite framed women, as it creates the illusion of long legs, especially when paired with heels or wedges.Creating a jazzy, snazzy party look is the flared jumpsuit style where one can experiment all they want with the sleeves or pants. Go off shoulder, bare one shoulder, add frills or high-low flares on the hems— make it your style canvas.Sweatshirt jumpsuits and tank jumpsuits are both informal attires that can be sported with hoods or without. The slight difference between a tank jumpsuit and a sweatshirt jumpsuit is simply what their names imply — a tank jumpsuit looks like a tank top while a sweatshirt jumpsuit is made of warmer material, creating scope for this summery style in winter. Photo: Sazzad Ibne SayedModel: SurjoWardrobe: PousheeMakeup: MasumStyling: Sonia Yeasmin IshaLocation: Radisson Blu Dhaka Water Garden",life_living
