content,domain
"Alban Nikolai Herbst's Berlin apartment is covered in dust, his precious record collection included, thanks to a coal-powered stove he still uses to heat his home like thousands across the city.Germany's new government is set to extinguish the at-home heat source from a bygone era as part of its ambitious climate plans, as it looks to cut harmful emissions linked to climate change.But Herbst says he remains attached to his coal-powered stove, which he clings to for  ""sentimental"" reasons.Arriving in Berlin in the mid-1990s, Herbst discovered an odour that had long disappeared from the streets of western cities, where -- unlike in the ex-communist east -- domestic coal burning had died out.The  ""heavy heat"" emanating from his stove suits his work as a writer too. ""I am always at my desk. I work from six o'clock in the morning to 10 at night sometimes,"" he says.Hans Engelke Energie supplies much of the coal used in the ovens across Berlin, and estimates between 5,000 to 6,000 homes still rely on the retro heat source.The family-run business is one of the last in Berlin still delivering briquettes of black coal to customers.It has had to diversify over recent years to survive, and now delivers home heating oil and wood pellets.""We sell gas and electricity, too,"" says company co-head Peter Engelke, adding that the company  ""hopes to prosper for a long time"".Germany's new government, which took office this month, has made the battle against climate change a priority, announcing a target to phase out the use of coal by 2030.Chancellor Olaf Scholz's coalition has pledged to expand renewable energy and decrease reliance on sources such as Russian gas in the long run.Some Berlin residents have already made the shift at home.Graphic designer Robert Schumann, who lives in the east of the city, still uses his ceramic stove to heat his home, but has dropped the coal in favour of wood.""It's more ecological,"" he says, drawing a comparison with fossil fuels excavated from the earth.""Less ash, and it's a more sustainable energy source because trees grow back.""",business
"After a decade-long hiatus, Russia is relaunching an ambitious bid for dominion over the world's budding space tourism industry, jostling with zealous billionaires, the United States, and rising China.Russia flaunted its comeback this month dispatching two cosmic adventurers -- Japanese billionaire Yusaku Maezawa and his assistant -- to the International Space Station (ISS) in its first launch of tourists in 12 years.Buoyed by the success, firebrand space chief Dmitry Rogozin talked up Russia's next steps to supremacy: a special module at the ISS for Russia's visitors, spacewalks outside the station, and -- down the line -- trips around the moon. ""We will not give this niche to the Americans. We are ready to fight for it,"" he told reporters at a press conference as Maezawa was blasting towards the ISS on a 12-day mission.Yet Russia's path to industry dominance is dotted with new obstacles that have emerged since it was last in the game a decade ago.Back then, the Russian space agency Roscosmos had a monopoly on sending the cash-flushed curious to space. That changed when US agency NASA retired its own shuttle for astronauts in 2011 and snatched up every seat to the ISS Roscosmos had on offer for the next decade.Then, last year, billionaire Elon Musk's SpaceX barged onto the scene with its first successful ISS mission and NASA dropped Roscosmos.At a reported $90 million per seat, this was a huge financial blow to the cash-strapped Russian space agency, hit simultaneously with budget cuts and corruption scandals.Analysts say Roscosmos has no choice but to turn to tourism to cover the shortfall. ""The Russian space industry is reliant on consistent orders for these launches,"" industry analyst Vitaly Yegorov told AFP.The price tag for one seat -- estimated at $50-60 million -- covers the cost of building the three-person Soyuz spacecraft to shuttle the crew, he said, while a second traveller turns a profit. But space tourism is not just about the money, officials say.""It's national prestige. It gets young people interested in manned spaceflight. It's the future, after all,"" says Dmitry Loskutov, head of Glavkosmos -- a subsidiary of Roscosmos responsible for commercial projects, including tourism.Russia, China and the United States are the only countries capable of manned flights, but a slew of newcomers are entering the scene and forcing Russia to step up its game, SpaceX among them.Musk has yet to take tourists to the ISS, but this year his Inspiration4 brought an all-civilian crew into Earth's orbit on a three-day mission.Also eager for a cut are Blue Origin of Amazon founder Jeff Bezos and Virgin Galactic of billionaire Richard Branson. Both their spacecrafts completed maiden voyages this year, remaining several minutes in zero gravity before returning to Earth.But Andrei Ionin of the Russian Academy of Cosmonautics says you just can't compare the billionaires' brief, low-orbit flights to a days-long mission to the ISS. ""It's like comparing the Ferrari and the Renault market,"" he said.Loskutov echoed the point, saying the trips were more a part of the  ""entertainment industry"" than the space travel.Still, Yegorov said,  ""competition is heating up,"" particularly from SpaceX. Russia has taken note. It wants to expand offerings, including a spacewalk during an upcoming tourist mission, Loskutov said.Moscow has also unveiled plans for its own orbital station with the ISS set to retire in the next decade and Rogozin has said there could be a  ""separate tourist module"" on board.He raised the possibility of new routes, following, for example, the path of the first human in space Soviet cosmonaut Yuri Gagarin.Rogozin has also said that after 2030 Roscosmos hoped to offer a trip around the moon.But that timeline falls far behind SpaceX ambitions -- it has announced a mission to take eight people around the moon as early as 2023.Another complication Roscosmos faces in the sector is assessing and meeting demand.For one, Soyuz spacecraft are expensive and a mission takes at least two years to organise.Loskutov said Russia has pre-ordered a rocket for the next launch and Rogozin instructed his agency to boost its Soyuz production.Real demand -- not just interest -- is hard to assess too.Candidates must be willing to shell out, meet health requirements and commit to months of training and a rehabilitation period after returning to Earth. ""In my opinion, there aren't a lot of people -- but you don't need many, anyway,"" Ionin said.At least for now, he said, Russia is ahead thanks to the Soviet-designed and time-tested Soyuz. ""For the next five to 10 years, there is no threat to the business of Roscosmos,"" Ionin added.",business
"The authorities of Rupayan Housing Estate Ltd handed over the ownership of its residential project Rupayan Harmony to its buyers and landowners on December 14.Mizanur Rahman Dewan, deputy managing director of Rupayan Housing Estate Ltd, handed over the project documents at a programme in the capital.Anwar Hossen, senior general manager for construction of the realtor; Saiful Islam, general manager for customer service; Tanvir Ahsan Tanmoy, assistant general manager for marketing and media; Mustafa Ferdous Wahid, president of Rupayan Harmony Flat Owners' Association, and Abul Kalam Azad, secretary, were also present on the occasion.The event was hosted by Shariful Islam Tareq, senior manager for marketing and media department of the real estate company.The Rupayan Harmony project is a 14-storied building located on a 15-katha land near Dhanmondi residential area and 30-feet road.",business
"The REHAB Fair 2021, a five-day event where members of the Real Estate and Housing Association of Bangladesh (REHAB) will showcase their housing solutions, is all set to begin on December 23 after a two-year hiatus.The fair, to be held at the Bangabandhu International Conference Center in Agargaon, will feature 220 stalls with building material suppliers and financial institutions also taking part, according to REHAB.""Since the fair hasn't been held in two years, we hope this edition will be good,"" Md Abdur Rashid Babu, head of media and communications of REHAB, told The Daily Star yesterday.""This is the biggest fair for the real estate sector and its main purpose is to promote our brands,"" he said.Babu went on to say that the price of many construction materials, including rod and cement, have gone up and so, the price of flats will increase in the near future as well.""But in this fair, buyers can actually check and choose a lot before buying a flat and that's why many people will come with interest,"" he added.Commerce Minister Tipu Munshi is scheduled to participate in the inaugural ceremony as chief guest.Like every year, visitors who attend the fair will have the chance to win attractive prizes from a raffle draw with their entry tickets.REHAB first started hosting the fair back in 2001 and has since handed over more than 2.25 lakh apartments from the annual event.Earlier this year, most ready-for-occupant flats in Dhaka, the key market for real estate, were sold out.This is because demand soared after the government provided amnesty for the use of undisclosed income to purchase land, apartments and other property upon paying a certain amount of tax based on the property's size and location.With a current membership of 1,191 companies, REHAB is the only trade organisation of real estate developers in the country.Growth in the real estate industry has also triggered development in related sectors, such as cement, ceramics, steel, paint, and so on.As a part of its efforts to foster growth in the local real estate industry, REHAB organises housing fairs abroad as well so that Bangladeshis living in countries like the US, UK, Canada Australia, Canada, Italy and UAE can also buy a house in their home country. ",business
"Mercantile Bank Ltd has been awarded the ""AmCham CSR Excellence Award"" by the American Chamber of Commerce in Bangladesh (AmCham) for its contribution to society.The chamber recognised a few of its members for their CSR activities to mark its 25th anniversary celebration recently, according to a press release. Shamim Ahmed, deputy managing director of Mercantile Bank, received a certificate from Salman F Rahman, private industry and investment adviser to the prime minister, at a local hotel in Dhaka.Farooq Sobhan, chairman of the CSR Centre, Earl R Millar, ambassador of the United States to Bangladesh, Syed Ershad Ahmed, president of the AmCham, and Syed Mohammad Kamal, vice-president, were present. ",business
"Singer Bangladesh Ltd has launched an offer to celebrate Bangladesh's 50 years of independence with 50 per cent off on its special edition refrigerators.The refrigerators have unique designs inspired by the Liberation War and celebration of victory, according to a press release.""Singer Bangladesh introduced two special edition refrigerator models that have been designed using colours related to our freedom, independence and celebration to mark the 50th anniversary of independence,"" said MHM Fairoz, managing director of Singer Bangladesh.""To make the celebration of Bangladesh's 50 years of victory more rewarding for our customers, we are giving a lucrative offer on our special edition refrigerators that have been designed with a patriotic theme,"" said Chandana Samarasinghe, marketing director of Singer Bangladesh.Customers can avail this exclusive offer from any Singer outlet in the country.",business
"The Internet Service Providers Association of Bangladesh (ISPAB) recently elected new office bearers for a two-year term (2021-2023).Emdadul Hoque Molla, director of Optimax Communication Ltd, Saiful Islam Siddique, managing director of ICC Communication Ltd, and Md Anwarul Azim, managing director of Chattogram Telecom Services Ltd, were elected as president, senior vice-president, and vice-president respectively.A total of 13 directors have been elected with nine of them having been elected from the general members' category and four from the associate members' category.The newly elected members of ISPAB's executive committee are: Nazmul Karim Bhuiyan of KS Network Ltd, Md Abdul Kaiyum Rashed of Triangle Services Ltd, Mohammad Anwar Hossain of Sun Online, Md Assaduzzaman of Antorongo.com, Md Jakir Hossain of Unified Core Ltd, Mahbub Alam of Circle Network, Sakif Ahmed, director of InfoLink Ltd, AM Kamal Uddin Ahmed Salem of BCL Online Service, Fuad Muhammad Shorfuddin of Fisa Communication, and Md Nasir Uddin of Speed Tech Online.The election commission, led by Chairman Mohammad Nazrul Islam Babu, a member of parliament from the Narayanganj-2 constituency, was conducted by Abdullah H Kafee, managing director of JAN Associates Ltd, and Birendra Nath Adhikary, director of Excel Technologies Ltd.",business
"Md Shahadat Hossain, board director of Rajshahi Wasa and Agrani Bank Ltd, has been elected president of the Institute of Chartered Accountants of Bangladesh (ICAB) for 2022.The new office bearers of the ICAB were elected by the members of the council (new councilors) at the council meeting held on Wednesday, according to a statement.NKA Mobin, managing director of Emerging Credit Rating Ltd, Sidharta Barua, proprietor of MA Mallik & Company Ltd, and Fouzia Haque, director of Sadharan Bima Corporation, were elected vice-presidents.",business
" Walton has released digital writing pads, for kids, in the market. The digital writing pad is equipped with a scratch-resistant 10-inch LCD film screen which does no harm to children's eyes. It has a stylus pen with  which children can easily draw or write when they will find a smooth writing experience with the pad. Pressure sensing technology has also been used in the pads giving users a comfortable experiment. The pad weighs only 158 grams with 254 millilitres (mm) in height and 164 mm in width. It  has an ABS protection frame to keep it protected. Price: Tk. 895/-",tech_news
"Local electronic conglomerate Walton has launched its very own e-commerce platform today. The platform, ""Walcart"", was launched at Walton's corporate headquarters. Zunaid Ahmed Palak, State Minister of ICT, attended the event as the chief guest. Sabiha Jarin Orona, Managing Director of Walcart, during her welcome address, said that they want to be a sustainable and reliable e-commerce platform in the local market and has plans to go global in the future. At the moment, nearly 150 products can be purchased through the platform. The event was also attended by S M Nurul Alam Rezvi, Chairman of Walton Hi-Tech Industries; Golam Murshed, Managing Director and CEO of Walton Hi-Tech Industries; SM Manjurul Alam Ovi, Chairman of Walcart; Shahid-Ul Munir, President of Bangladesh Computer Samity (BCS); Syed Almas Kabir, President of BASIS; Shomi Kaiser, President of e-Cab etc. ",tech_news
"Chaldal, a leading online grocery delivery platform in Bangladesh, has recently acquired digital pharmacy platform, BanglaMeds. The amount, however, was not immediately disclosed.Mr. Gazi Musayab Raffan, Co-Founder and Chief Executive Officer of BanglaMeds confirmed the news to The Daily Star. As a part of the acquisition, Mr. Raffan will continue to spearhead the health-tech startup as its CEO under the ownership of Chaldal.""I am glad to inform you that BanglaMeds has been fully acquired by Chaldal. This kind of complete acquisition is a rarity in our country and will drive the health-tech industry in the right direction,"" said Raffan. BanglaMeds started its journey back in 2017. With the acquisition, it intends to expand further across the country in the next few years.In recent times, Chaldal has also secured $10 million in its Series C round and has expanded its logistics network in five cities - Dhaka, Narayanganj, Chattogram, Jessore and Khulna. ",tech_news
"Instagram currently has over 2 billion monthly active users, reports CNBC, citing an anonymous employee of the social media platform who reportedly leaked the information.This information still warrants confirmation, but likely will not be officially announced anytime soon, as neither Facebook nor Instagram, social media sites owned by Meta, are known for disclosing official information regarding yearly finance and active user count.The last time such information was publicly disclosed was back in June 2018, where Instagram was announced to have reached over 1 billion monthly active users.Experts suggest this is a key milestone for Instagram, especially considering the backlash the company has faced recently.On 8 December, Adam Mosseri, CEO of Instagram, was called to Congress to testify for the app's security concerns, especially regarding content management for its younger users.During the testimony, Mosseri stated that he is proud of how Instagram has kept younger users safe. This statement contrasted the US lawmakers' notion that Instagram is harmful to teens and the company hasn't done enough to promote a healthy and safe platform.TikTok, Instagram's rival app, announced in September that it reached 1 billion monthly active users. While Instagram had a head start in user count, the competition is still going strong.A survey by the global research company Forrester states that in 2021, 57% of US citizens aged from 12 to 17 used Instagram on a weekly basis. To compare with Instagram's rival app, TikTok garnered 63% users in the same demographic. Statistics by Sensor Tower show that TikTok has also beaten Instagram in overall downloads this year in Apple and Google devices, reaching 596.1 million global installations versus Instagram's 570.7 million.",tech_news
"Nike joined the wave of brands buying into excitement over virtual goods Monday as the sportswear giant announced it has bought RTFKT, a company that makes digital sneakers. RTFKT -- pronounced 'artefact' -- sells digital items in the form of non-fungible tokens (NFTs), virtual assets that are authenticated using the same blockchain technology as cryptocurrencies. ""This acquisition is another step that accelerates Nike's digital transformation and allows us to serve athletes and creators at the intersection of sport, creativity, gaming and culture,"" said Nike CEO John Donahoe.Nike said the terms of the acquisition would not be disclosed. But the purchase reflects growing interest from big brands in NFTs.In May, an NFT of a Gucci handbag sold online for more than the real version would cost. The clamour over virtual goods comes over feverish predictions that the 'metaverse' -- a virtual reality version of the internet -- will eventually replace the web of today. Retail is one sector that could be transformed, with shoppers perhaps eventually donning virtual reality goggles to examine 3D replicas of real clothes. Nike has already opened 'Nikeland', a virtual showroom on gaming platform Roblox, where visitors can dress their avatars in Nike clothes.Founded last year, RTFKT seized on a similarity between sneakers and NFTs: both are often coveted as collectable items. In March, RTFKT reportedly sold 600 pairs of physical sneakers for $3.1 million -- but the items promoted as having 'real' value were the NFT versions of the sneakers sold with each pair. ""We're excited to grow our brand which was fully formed in the metaverse,"" RTFKT co-founder Benoit Pagotto said in a statement released by Nike. NFTs have generated huge interest over the past year, with enthusiasts predicting they will become a widespread form of ownership. Sceptics say the concept is over-hyped, with some NFTs changing hands for hundreds of thousands or even millions of dollars.",tech_news
"According to the multinational financial service provider J. P. Morgan, the upcoming iPhone SE 5G can potentially bring over a billion Android users to Apple.  The company is expected to launch the iPhone SE with 5G capabilities in early 2022, according to media reports and the brokerage, with the analysts adding the model will allow Apple to target the mid-range smartphone market dominated by rivals such as Samsung Electronics and Huawei Technologies.The upcoming smartphone has the potential to lure nearly 1.4 billion low- to mid-end Android phones and about 300 million older iPhone model users, the brokerage estimated.""Apple's trade-in program for non-iPhones is admittedly not as attractive as the iPhone trade-in values, it could nonetheless lead to an average starting price range of $269 to $399 for the 5G iPhone SE, which is still very competitive,"" analyst Samik Chatterjee, rated five stars on Refinitiv Eikon for his estimate accuracy, said.The iPhone SE currently starts from $399, compared with $799 for the iPhone 13 and $999 for the iPhone 13 Pro.Since launching the iPhone 13 range and new iPads in September, Apple has scrambled to keep up with the global chip shortage and supply chain disruptions.Meanwhile, Apple's shares have extended their march, with the company inching closer to the $3 trillion in market capitalization. On a separate note, J.P.Morgan said consumer demand for major upgrades like 5G models is expected to remain strong and also a priority for supply, even as it wanes for most hardware products including smartphones, TVs and PCs.The brokerage raised its estimates for fiscal 2022 iPhone SE unit sales to 30 million units and annual iPhone shipments expectations to 250 million units, 10 million higher than a year earlier.JPM raised its target price for Apple to a Street high of $210 from $180, according to Refinitiv Eikon.",tech_news
"Yesterday, Time Magazine announced the latest entry to their 'Person of the Year' recognition: the billionaire space entrepreneur and CEO at SpaceX and Tesla Inc., Elon Musk. According to Time, Elon Musk exemplarily represented the changing shifts in technology this year and helped people all over the globe with his innovative ideas. Musk -- who overtook Amazon founder Jeff Bezos this year to become the world's wealthiest person -- wields impact on Earth with his Tesla electric car company and beyond our planet with his SpaceX rockets.  ""Musk's rise coincides with broader trends of which he and his fellow technology magnates are part cause and part effect,"" Time editor-in-chief Edward Felsenthal wrote.Among those trends, Felsenthal listed ""the continuing decline of traditional institutions in favour of individuals; government dysfunction that has delivered more power and responsibility to business and chasms of wealth and opportunity. ""Time editors have previously defined the title -- which last year went to President Joe Biden and Vice President Kamala Harris -- as going to people who ""embodied what was important about the year, for better or for worse."" In October, Musk's electric car company's valuation soared above a trillion dollars, and SpaceX has teamed up with US space agency NASA to launch various missions including a test run of protecting Earth from an asteroid. The brash South African-born 50-year-old has seen his wealth soar during the pandemic to over $250 billion, according to Forbes' real-time billionaires list. He has also courted controversy with his provocative Twitter feed that can attack, joke and provoke -- including a poll in November asking Twitter whether he should sell a 10% share of his Tesla stock.Felsenthal noted Musk's provocative vision is accompanied by a persona that is a  ""blunt instrument that often seems to revel in division and aggressive mockery as he gives the world access to his id through social media."" Musk has appeared ever-present in American culture in recent years, amassing 66 million Twitter followers and guest-hosting the famed late-night comedy show Saturday Night Live in May. Musk speaks ambitiously about his interest in colonizing Mars and plans orbital flights next year as part of SpaceX's planned American return to the Moon. ""The goal overall has been to make life multi-planetary and enable humanity to become a spacefaring civilization,"" Musk told Time in an interview released with the Person of the Year announcement. ""SpaceX is starting a program to take CO2 out of the atmosphere; turn it into rocket fuel. Please join if interested,"" he tweeted later Monday, in an announcement that was as eye-catching as it was short of detail.Musk has also been known to move markets and the value of cryptocurrencies with a single tweet, but his main terrestrial influence, for now, is with his electric vehicles. ""Our intent with Tesla was always that we would serve as an example to the car industry, and hope that they also make electric cars so that we can accelerate the transition to sustainable energy,"" Musk told Time.Time notes that in an earlier era interplanetary travel was a collective undertaking that leaders used to rally their nations, but that increasingly private companies are involved. ""To Musk, that is progress, steering capital allocation away from the government to those who will be good stewards of it,"" Felsenthal wrote. ""To others, it is testament to capitalism's failings as staggeringly wealthy, mostly white men play by their own rules while much of society gets left behind,"" he added. ",tech_news
